timeReceived,md5Hash,WorkerId,age,sex,english,comments,trialN,label,item,controller,question,answer,correct,responseTime,controller.1,request,justification
1525246663,274d117c2c540e171335985e40b844b2,AK2C9AX5QJWUU,48,female,yes,,14,fill,4,VBox,Who is Carl?,2,1,7256,VBox,FMN_justification,The only crab with a shell that doesn't match the bucket is the middle crab - Carl
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,11,practice,1,VBox,Who is Donny?,2,1,7669,,,
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,17,fill,7,VBox,Who is Millie?,2,1,6439,VBox,FSN_justification,Because she has the yellow hat size
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,22,pos,12,VBox,Who is Rufus?,1,1,5918,VBox,TWP_justification,Rufus is the smallest
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,12,neg,2,VBox,Who is Mary?,1,1,5378,VBox,TFN_justification,Because Mary would be the smallest
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,14,fill,4,VBox,Who is Carl?,2,1,8652,VBox,FMN_justification,Because that crab's shell and bucket didn't match%0A
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,20,pos,10,VBox,Who is Benny?,1,1,5310,VBox,TRP_justification,Because 1 is the shortest bear
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,13,neg,3,VBox,Who is Jessiepillar?,3,1,6794,VBox,TRN_justification,Because she is the tallest
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,18,fill,8,VBox,Who is Marcus?,2,1,8152,VBox,FMP_justification,because he is wearing the yellow hat%0A
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,19,pos,9,VBox,Who is Franky?,3,1,5148,VBox,TFP_justification,Because his feet are the biggest
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,16,neg,6,VBox,Who is Frida?,NULL,NULL,10001,VBox,TCN_justification,1 is frida because she has the smallest cup
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,21,fill,11,VBox,Who is Joey?,2,1,5856,VBox,FSP_justification,he is the medium sized kangaroo
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,23,pos,13,VBox,Who is Sammy?,3,1,5574,VBox,TCP_justification,he has the biggest basket
1525230646,f802ff9e61b0a9dbfc99414ba9d69385,A35EI6GDSC0EY8,45,female,yes,I had a sneezing fit and the question moved on from me. I answered it in the explanation section though. ,15,neg,5,VBox,Who is Henrietta?,3,1,6832,VBox,TWN_justification,she is the biggest
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,11,practice,1,VBox,Who is Donny?,2,1,4093,,,
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,20,pos,10,VBox,Who is Benny?,1,1,5933,VBox,TRP_justification,he is the smallest
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,14,fill,4,VBox,Who is Carl?,NULL,NULL,10000,VBox,FMN_justification,the shell is diff color%0A
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,12,neg,2,VBox,Who is Mary?,1,1,8943,VBox,TFN_justification,its the smallest and couldnt fit%0A
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,23,pos,13,VBox,Who is Sammy?,3,1,8108,VBox,TCP_justification,he has the largest basket
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,18,fill,8,VBox,Who is Marcus?,2,1,7257,VBox,FMP_justification,he has the yellow hat%0A
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,15,neg,5,VBox,Who is Henrietta?,NULL,NULL,10006,VBox,TWN_justification,it is the largest thus strongest
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,22,pos,12,VBox,Who is Rufus?,1,1,3724,VBox,TWP_justification,he is the smallest/weakest
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,21,fill,11,VBox,Who is Joey?,2,1,7853,VBox,FSP_justification,he is the medium kangaroo%0A
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,16,neg,6,VBox,Who is Frida?,1,1,4015,VBox,TCN_justification,the smallest cup
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,19,pos,9,VBox,Who is Franky?,3,1,4163,VBox,TFP_justification,the largest feet
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,17,fill,7,VBox,Who is Millie?,NULL,NULL,10002,VBox,FSN_justification,the turtle in the middle %0A
1525243909,30c38b49ed4ae279f1aefaf6ab9fee2d,A2R9OK4M877ZCC,29,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,7857,VBox,TRN_justification,the tallest
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,11,practice,1,VBox,Who is Donny?,2,1,6810,,,
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,20,pos,10,VBox,Who is Benny?,NULL,NULL,10002,VBox,TRP_justification,TALL
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,12,neg,2,VBox,Who is Mary?,2,0,6696,VBox,TFN_justification,
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,18,fill,8,VBox,Who is Marcus?,NULL,NULL,10001,VBox,FMP_justification,
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,19,pos,9,VBox,Who is Franky?,NULL,NULL,10004,VBox,TFP_justification,FIT
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,15,neg,5,VBox,Who is Henrietta?,2,0,7741,VBox,TWN_justification,
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,21,fill,11,VBox,Who is Joey?,3,0,2946,VBox,FSP_justification,
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,23,pos,13,VBox,Who is Sammy?,NULL,NULL,10441,VBox,TCP_justification,
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,16,neg,6,VBox,Who is Frida?,NULL,NULL,10001,VBox,TCN_justification,
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,17,fill,7,VBox,Who is Millie?,NULL,NULL,10000,VBox,FSN_justification,
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,22,pos,12,VBox,Who is Rufus?,3,0,8095,VBox,TWP_justification,
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,NULL,NULL,10001,VBox,TRN_justification,
1525247661,03bba7d9d43697d74321ec47a34ecbf5,A2SSTHMYQU3ITB,69,male,yes,,14,fill,4,VBox,Who is Carl?,1,0,9253,VBox,FMN_justification,
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,11,practice,1,VBox,Who is Donny?,2,1,8808,,,
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,19,pos,9,VBox,Who is Franky?,NULL,NULL,10000,VBox,TFP_justification,The smallest one was able to fit the socks
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,18,fill,8,VBox,Who is Marcus?,2,1,6354,VBox,FMP_justification,His hat matches the chair color
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,9939,VBox,TRN_justification,This was the longest caterpillar. 
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,23,pos,13,VBox,Who is Sammy?,1,0,5402,VBox,TCP_justification,The smallest squirrel could get the same amount of nuts. 
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,14,fill,4,VBox,Who is Carl?,2,1,7433,VBox,FMN_justification,The shell didn't match the bucket
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,16,neg,6,VBox,Who is Frida?,NULL,NULL,10001,VBox,TCN_justification,This frog was the smallest. 
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,22,pos,12,VBox,Who is Rufus?,NULL,NULL,10992,VBox,TWP_justification,The smallest was still as strong as the others. 
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,17,fill,7,VBox,Who is Millie?,NULL,NULL,10997,VBox,FSN_justification,She doesn't like the yellow color
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,12,neg,2,VBox,Who is Mary?,NULL,NULL,10001,VBox,TFN_justification,She is the smallest mouse. 
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,20,pos,10,VBox,Who is Benny?,2,0,3836,VBox,TRP_justification,He is the biggest bear. 
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,21,fill,11,VBox,Who is Joey?,2,1,1723,VBox,FSP_justification,He is the smallest. 
1525241106,69e5e570b7a5f87790b580b6e28c37ad,A2DVJ6OMVVYTC7,29,male,yes,,15,neg,5,VBox,Who is Henrietta?,3,1,5875,VBox,TWN_justification,The biggest bunny wasn't the strongest. 
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,11,practice,1,VBox,Who is Donny?,NULL,NULL,10000,,,
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,21,fill,11,VBox,Who is Joey?,NULL,NULL,10000,VBox,FSP_justification,%0Aa joey is a baby kangaroo
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,23,pos,13,VBox,Who is Sammy?,3,1,8490,VBox,TCP_justification,the basket was the largest 
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,15,neg,5,VBox,Who is Henrietta?,NULL,NULL,10000,VBox,TWN_justification,she is the biggest
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,14,fill,4,VBox,Who is Carl?,NULL,NULL,10000,VBox,FMN_justification,the shell and bucket are differnt colors
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,22,pos,12,VBox,Who is Rufus?,3,0,3894,VBox,TWP_justification,rufus is no. 1 the smallest was able
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,13,neg,3,VBox,Who is Jessiepillar?,1,0,5150,VBox,TRN_justification,she is the smallest
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,17,fill,7,VBox,Who is Millie?,2,1,5912,VBox,FSN_justification,it is  the odd color
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,19,pos,9,VBox,Who is Franky?,3,1,4062,VBox,TFP_justification,franky is the largest
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,16,neg,6,VBox,Who is Frida?,3,0,4746,VBox,TCN_justification,frida has the biggest cup 
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,18,fill,8,VBox,Who is Marcus?,2,1,4938,VBox,FMP_justification,marcus has a yellow hat
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,20,pos,10,VBox,Who is Benny?,1,1,4846,VBox,TRP_justification,benny is the shortest
1525245439,4b0e3239c17936b3f0f277481affcd74,ACNHKXWKZRUZ5,48,male,yes,thx,12,neg,2,VBox,Who is Mary?,3,0,4916,VBox,TFN_justification,mary is the largest
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,11,practice,1,VBox,Who is Donny?,2,1,2413,,,
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,22,pos,12,VBox,Who is Rufus?,2,0,3514,VBox,TWP_justification,its colors
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,16,neg,6,VBox,Who is Frida?,3,0,1515,VBox,TCN_justification,big glass
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,21,fill,11,VBox,Who is Joey?,NULL,NULL,10991,VBox,FSP_justification,1
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,19,pos,9,VBox,Who is Franky?,NULL,NULL,10995,VBox,TFP_justification,3
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,12,neg,2,VBox,Who is Mary?,NULL,NULL,10995,VBox,TFN_justification,3
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,14,fill,4,VBox,Who is Carl?,NULL,NULL,10997,VBox,FMN_justification,3
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,20,pos,10,VBox,Who is Benny?,2,0,1460,VBox,TRP_justification,2
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,15,neg,5,VBox,Who is Henrietta?,2,0,2984,VBox,TWN_justification,purple
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,18,fill,8,VBox,Who is Marcus?,2,1,2660,VBox,FMP_justification,medium size
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,23,pos,13,VBox,Who is Sammy?,2,0,6579,VBox,TCP_justification,2
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,8936,VBox,TRN_justification,tallest
1525243072,1a2b2f213ef91834787f173ff7bdb7ae,AV2VI7635ILLR,30,female,yes,,17,fill,7,VBox,Who is Millie?,3,0,8355,VBox,FSN_justification,biggest
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,11,practice,1,VBox,Who is Donny?,2,1,4903,,,
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,17,fill,7,VBox,Who is Millie?,2,1,7077,VBox,FSN_justification,middle hat and medium sized
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,5541,VBox,TRN_justification,"3 is the tallest and ""even"" they couldn't reach it implying they had the best chance"
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,22,pos,12,VBox,Who is Rufus?,1,1,5503,VBox,TWP_justification,"1 is the smallest and the ""even"" implies they'd have the toughest time lifting it"
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,21,fill,11,VBox,Who is Joey?,2,1,5764,VBox,FSP_justification,2 is the medium sized kangaroo
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,16,neg,6,VBox,Who is Frida?,3,0,4980,VBox,TCN_justification,"I meant to click 1%2C 1 has the smallest cup and ""even"" they couldn't fill it"
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,23,pos,13,VBox,Who is Sammy?,3,1,3546,VBox,TCP_justification,"3 had the largest basket and ""even"" they were able to fill it"
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,14,fill,4,VBox,Who is Carl?,2,1,6062,VBox,FMN_justification,2's shell color does not match their bucket
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,15,neg,5,VBox,Who is Henrietta?,3,1,3680,VBox,TWN_justification,3 is the largest and still couldn't pick up the ball
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,20,pos,10,VBox,Who is Benny?,1,1,4869,VBox,TRP_justification,"1 is the smallest and ""even"" he could reach the apple"
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,18,fill,8,VBox,Who is Marcus?,2,1,4701,VBox,FMP_justification,2 has the yellow hat which matches the yellow chair
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,12,neg,2,VBox,Who is Mary?,1,1,3053,VBox,TFN_justification,"1 is the smallest and ""even"" they couldn't fit"
1525241845,006974ac87e35a4eb269c3dc453e3470,APLF5MYVPQJNL,27,male,yes,,19,pos,9,VBox,Who is Franky?,3,1,5701,VBox,TFP_justification,"3 is the largest and ""even"" they could fit in the socks"
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,11,practice,1,VBox,Who is Donny?,2,1,4181,,,
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,17,fill,7,VBox,Who is Millie?,2,1,9413,VBox,FSN_justification,Because she is the second biggest
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,16,neg,6,VBox,Who is Frida?,NULL,NULL,10003,VBox,TCN_justification,I choose 3 because of the cup size%0A
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,22,pos,12,VBox,Who is Rufus?,1,1,5044,VBox,TWP_justification,because he is the smallest and would be the least likely to pick it up%0A 
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,21,fill,11,VBox,Who is Joey?,2,1,6533,VBox,FSP_justification,because he's not big or little he's medium%0A 
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,6352,VBox,TRN_justification,"because she is the tallest and its stated as ""even"""
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,23,pos,13,VBox,Who is Sammy?,3,1,5180,VBox,TCP_justification,Because his basket is the biggest and hardest to fill 
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,18,fill,8,VBox,Who is Marcus?,2,1,4177,VBox,FMP_justification,because he is wearing the yellow hat
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,12,neg,2,VBox,Who is Mary?,1,1,4505,VBox,TFN_justification,because she is the smallest mouse 
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,19,pos,9,VBox,Who is Franky?,3,1,5401,VBox,TFP_justification,because he has the biggest feet
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,14,fill,4,VBox,Who is Carl?,2,1,4866,VBox,FMN_justification,because his shell doesn't match
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,15,neg,5,VBox,Who is Henrietta?,3,1,5232,VBox,TWN_justification,because the biggest one should be able to pick it up if anyone
1525235429,0e9c472b225ed5e58efd8b98c4503078,A2YUCJ28XANFOX,33,female,yes,,20,pos,10,VBox,Who is Benny?,1,1,3588,VBox,TRP_justification,he's the shortest
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,11,practice,1,VBox,Who is Donny?,2,1,5988,,,
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,3,1,5451,VBox,TRN_justification,They are the tallest but still weren't able to reach
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,14,fill,4,VBox,Who is Carl?,2,1,6196,VBox,FMN_justification,His is the only shell that is a different color than the bucket
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,20,pos,10,VBox,Who is Benny?,1,1,5187,VBox,TRP_justification,They are the shortest but even they were able to get the apple
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,16,neg,6,VBox,Who is Frida?,1,1,5422,VBox,TCN_justification,They have the smallest cup but even it wasn't full
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,21,fill,11,VBox,Who is Joey?,2,1,9333,VBox,FSP_justification,The small backpack would be too small and the largest would probably be too heavy to carry
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,19,pos,9,VBox,Who is Franky?,3,1,2916,VBox,TFP_justification,The socks seemed small but even the largest Panda was able to wear them.
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,12,neg,2,VBox,Who is Mary?,1,1,3953,VBox,TFN_justification,If the hole were large all of them could fit%2C but it it were very small even the smallest couldn't fit.
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,18,fill,8,VBox,Who is Marcus?,2,1,6381,VBox,FMP_justification,His yellow hat would match the yellow chair better.
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,22,pos,12,VBox,Who is Rufus?,1,1,3942,VBox,TWP_justification,Rufus is the smallest and presumably least able to lift large objects so it is notable that he could
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,15,neg,5,VBox,Who is Henrietta?,3,1,4141,VBox,TWN_justification,It is notable the largest bunny could not even lift it
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,17,fill,7,VBox,Who is Millie?,NULL,NULL,10001,VBox,FSN_justification,I could not tell from the information who would be millie but perhaps if they are arranged according size Millie would be number 2 and got the yellow in which case she would be upset
1525209773,4e40f8cccaf70b572ae6ef87796e1448,A2CF2BD4Q0ZDJN,55,male,yes,,23,pos,13,VBox,Who is Sammy?,3,1,3202,VBox,TCP_justification,He has the largest basket which would be most difficult to fill
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,11,practice,1,VBox,Who is Donny?,2,1,7263,,,
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,13,neg,3,VBox,Who is Jessiepillar?,NULL,NULL,10000,VBox,TRN_justification,3%2C she is the tallest and can't reach
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,21,fill,11,VBox,Who is Joey?,NULL,NULL,10000,VBox,FSP_justification,2%2C he is the middle kangaroo
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,23,pos,13,VBox,Who is Sammy?,3,1,5526,VBox,TCP_justification,3%2C he has the biggest basket%2C so the others would be easier
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,12,neg,2,VBox,Who is Mary?,1,1,4240,VBox,TFN_justification,1%2C because she is the smallest%2C if they can't fit then she was the closest
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,17,fill,7,VBox,Who is Millie?,3,0,7265,VBox,FSN_justification,3%2C because she is biggest and should have got the purple one
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,19,pos,9,VBox,Who is Franky?,3,1,5163,VBox,TFP_justification,even he means he has the biggest feet
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,16,neg,6,VBox,Who is Frida?,3,0,5111,VBox,TCN_justification,opps I think it was 1. she had the smallest cup and the easiest to fill
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,14,fill,4,VBox,Who is Carl?,2,1,9973,VBox,FMN_justification,the bucket and shell are different colors
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,20,pos,10,VBox,Who is Benny?,1,1,5287,VBox,TRP_justification,the others should reach easier than him
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,15,neg,5,VBox,Who is Henrietta?,3,1,5843,VBox,TWN_justification,the biggest should be able to pick up the biggest one
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,18,fill,8,VBox,Who is Marcus?,2,1,5801,VBox,FMP_justification,the chair and hat are the same color
1525210858,839010418db55b6dbb0b2f10c05914fb,A3QNCW3LR2AVOV,49,male,yes,,22,pos,12,VBox,Who is Rufus?,1,1,3853,VBox,TWP_justification,the smallest one would have the hardest time
1525230667,54aad5fac70ba1c391ad4967ae39ccb1,A3VO62XB3T2TLB,65,male,yes,,11,practice,1,VBox,Who is Donny?,NULL,NULL,10000,,,
1525230667,54aad5fac70ba1c391ad4967ae39ccb1,A3VO62XB3T2TLB,65,male,yes,,18,fill,8,VBox,Who is Marcus?,2,1,8531,VBox,FMP_justification,yellow hat
1525230667,54aad5fac70ba1c391ad4967ae39ccb1,A3VO62XB3T2TLB,65,male,yes,,15,neg,5,VBox,Who is Henrietta?,NULL,NULL,10002,VBox,TWN_justification,largest
1525230667,54aad5fac70ba1c391ad4967ae39ccb1,A3VO62XB3T2TLB,65,male,yes,,20,pos,10,VBox,Who is Benny?,1,1,8423,VBox,TRP_justification,shortest
